gene
DDB1
BRK1
MED4
BAZ2B
SLC39A3
RSF1
LAMTOR5
EIF3E
GLRX3
TOMM22
BOLA2B
PGD
SPAG7
MTRNR2L8
PSMA5
KMT2A
SRI
AKAP9
ARPC5L
FCGRT
PSMB8
MIS18BP1
PFDN2
SEP15
MRPL43
TMCO1
MPHOSPH8
CDC42
CYBA
VPS28
MDK
PSMG4
TCEAL9
SMARCA5
SRSF2
PPP1CB
FHL1
NDUFA8
PSMA3
PSMA7
RNASEH2B
SNX2
UQCR10
PCM1
SP100
NPDC1
C8ORF59
RBM23
REL
GRB2
UBE2E1
AURKAIP1
MTPN
YEATS4
HBD
LSP1
FAAP20
METTL9
STAG2
IFITM3
SLC25A5
HP1BP3
RNASE6
CD37
ILF2
KLF1
EVI2B
ITSN2
C12ORF10
HENMT1
PSMF1
DBNL
TIMM8B
TXN
KARS
MRPL55
HMGB2
CCNDBP1
BDP1
TNFRSF1A
VAMP2
IGLL1
HIGD2A
RP11-620J15.3
EIF3A
PHF20
SNRNP25
C9ORF16
CCNG1
NOL7
MFF
APH1A
DHX9
LAMTOR4
PTGES3
HADHA
COX6A1
HMGB1
SRRM1
DUT
CBX1
ST13
BRD7
TTC14
EMC6
MRPL23
STRA13
SEPHS2
VPS51
YTHDC1
CHTOP
MRPS15
COX4I1
RTCB
DHX15
SNRPB
PRDX2
PDIA3
PLAC8
PCF11
ANXA7
S100A11
RSL24D1
EIF4E
GNG11
PSMD11
DRAM2
PPM1G
MTRNR2L12
APBB1IP
UCP2
FERMT3
C1QBP
COX20
ARHGDIB
DBI
FUBP1
UQCC2
UBE2V2
HLA-DRA
SMIM19
TOP2B
NOL8
GNAI2
LSM5
PDCD10
MRPL27
VPS13C
NDUFB6
DNAJC7
CIR1
ESD
TPR
CD44
GLO1
PA2G4
DNAJC9
CWC15
TOMM7
PMF1
MCM2
USE1
HSP90B1
H2AFZ
IQGAP2
HAX1
WDR1
SLC25A39
RNPS1
ATOX1
ESF1
HSPA9
YIPF4
HNRNPH1
STARD7
HSBP1
CALM1
RAB2A
TMX1
FDX1
PSMD6
UQCRB
PSMB1
LRPAP1
KRR1
NDUFB2
IKZF1
MRPS18B
IGHM
ACADVL
UPF3A
TPM1
XRCC5
NFKBIA
METTL26
NPC2
COX14
EIF3B
FAM136A
PDCD5
CAPZB
SNW1
SUCLG1
RABL6
PTPRC
MRPL22
PRPF40A
CD164
EEF1E1
SNRPD2
PDHB
RBBP7
RGS10
JAK1
CD84
ATP1B3
DPY30
ANAPC11
PFDN6
PTMS
MTIF3
TMPO
GTF2I
RBM25
ERH
BSG
C14ORF166
ITGB1BP1
HLA-DMB
COPZ1
PNRC1
IFITM2
ARPC1B
SERPINB1
BZW1
RPN2
SEC11A
DGKZ
PET100
SDHB
LSM6
HNRNPH3
PARVG
RSL1D1
RTF1
ENO1
C7ORF73
SNRPC
HCLS1
AREG
SNRNP200
MRPL3
MIR24-2
TMBIM4
MRPL48
FCER1A
FMNL1
TRA2B
HACD1
EPRS
EAF2
BRD4
PHF5A
PARL
WDR83OS
DHPS
GABPB1
IMPDH2
ECH1
AKR7A2
HLA-DRB1
JAGN1
SPCS2
LMO4
CIRBP
USMG5
SERINC3
SSU72
RSRC2
SUMO3
HADH
CHCHD3
ZKSCAN1
SF3B6
SLBP
STUB1
BIRC5
SHOC2
POLR2K
TTC17
PDIA6
HNRNPDL
SNRPB2
SCAND1
GATA2
TPGS2
TTC19
TMEM14C
DNAJC1
WDR33
ATF6B
KDELR1
HNRNPC
PARP1
SVIP
POLR2B
PCMT1
RBCK1
EIF4A2
SUMF2
BAX
SPTLC2
HNRNPD
CDC5L
LDHA
TMBIM6
NDFIP1
TARDBP
PHTF1
ETFB
CD53
CCDC12
ATP6AP2
ERGIC3
BZW2
ATP5C1
NACA2
ZNF706
RHOA
NDUFB10
IL2RG
LRRFIP1
SYNGR1
CALR
CELF2
PHB2
SNRPF
SLIRP
HIST1H4C
RFC1
TRIM56
BRD2
MGST2
SH3BGRL
PDZD8
FOXN3
NDUFB11
RCN2
HMGN5
IGFBP7
CHURC1
MDH2
ADH5
TMEM165
ATP5F1
LSM8
HMGN1
SDHC
SNF8
TERF1
TCERG1
MRPL9
VIMP
BCL11A
CORO1A
NDUFS8
APEX1
HLA-DRB5
UQCR11
CEBPD
SF3B1
NDUFAF3
UBE2D3
H2AFV
OCIAD1
SEPW1
RUVBL2
PCBP2
SMC1A
TMEM18
CLNS1A
COMMD1
COX5B
METTL5
BIRC6
RNF114
PPHLN1
UBE2I
EMC4
NCOR1
SOD1
SS18L2
FOS
BBX
RBBP6
CHD3
NDUFC2
YBX3
SMC2
FRG1
CLEC2B
HBA2
EIF3M
MFSD10
IL18
ILF3
HSD17B12
PABPC1
TMEM14B
YPEL3
MYH9
ELMO1
UBA2
UPF2
ATP5J2
RBM39
SELL
DNTTIP2
ZNF22
CSF3R
ANXA11
SRSF6
COPS3
ETS2
SENP6
LINC00493
ACTN1
PEBP1
CBX5
ATP5O
KLHDC2
N4BP2L1
UBXN1
NME1
DDX6
TMEM230
ANAPC5
GLTSCR2
NR3C1
H1F0
SEC63
CHCHD10
ICAM3
MYL6B
RBPJ
LARP7
DNAJC19
ZNF207
HNRNPA3
VDAC2
COX7A2L
HLA-E
TAOK3
ATP6V0B
GDI2
RB1CC1
MRPS6
EIF3H
PSMB9
TMEM160
MEST
SUZ12
EBPL
NEMF
STMN1
ATXN2
COX7B
PLEKHJ1
EIF2S3
NPW
KDELR2
TMEM173
PWP1
TFDP1
LARP1
ISCU
ANP32B
POP5
RNF7
CNRIP1
MRPL37
TLE4
DRAP1
UBL5
MRPL12
ARL6IP4
SMIM7
MRPL34
CD74
SSR4
IMP3
ATP5I
JUND
CEBPA
YPEL5
C11ORF31
GGNBP2
MRPL18
C4ORF48
PMVK
POLR2F
GAPT
IMMT
ARHGAP15
C19ORF48
MCM5
ATP6V1G1
CRBN
TOP2A
DNAJC2
CLTA
GTPBP4
UBE2D2
EWSR1
ITM2C
CMTM7
SNRNP70
UQCRQ
TOPORS-AS1
RAD23A
NPR3
PTTG1
IFI27L2
WIPI2
ARPC5
SYPL1
LYRM2
PDCD4
WBSCR22
ANXA1
NSMCE1
HIKESHI
EEF1D
CCDC88C
LBR
CAPZA1
SCCPDH
GLUL
CENPE
IRF8
SUB1
COPS9
NFIC
ATP6V1F
CNIH1
CFDP1
RNMT
ITGB1
FNIP1
PDCD7
FNTA
CHMP2A
AES
LETMD1
SH3BGRL3
PAIP2
DDX3Y
MACF1
PSMD4
GAPDH
ROMO1
MRPS23
SEC11C
SSBP4
CKS2
NARF
PRTN3
FAM96B
SEPT6
TCEB2
HMBS
MOB1A
TMEM126A
VKORC1
GPX4
UBE2N
MANF
CISD2
SRGN
C6ORF48
DPM3
RARRES3
ARL4A
DEK
BUB3
YBX1
RNASE2
RBM3
NAA38
CHPT1
CCAR1
SRSF1
RAB8A
SRSF3
ACTB
SNX5
LEPROTL1
IGF2BP2
HNRNPL
UBTF
SSR1
HSH2D
TMEM123
IP6K2
RBBP4
MORF4L1
BANF1
PPP1R12A
MYADM
MRPS25
PTRHD1
TRAM1
NUCB1
FLT3
MCM3
SF3A3
CENPU
MBOAT7
PPP2R1A
VMP1
CAND1
TXNIP
MTF2
RTN4
LINC01420
RBM5
EIF3L
DNAJB6
PKM
TBCB
ZMYM2
ODC1
UBE2K
ATP6V0E1
CEBPE
RAB5C
CLEC11A
DNAJC21
ZC3H13
CPOX
FDFT1
PQBP1
SUGT1
GCSH
C1D
SEPT9
TUBB4B
CHMP4B
PSMC1
ANK1
UROS
CDK4
RP11-255M2.3
RABAC1
FAM96A
URI1
UBC
AK6
SRP9
RSBN1L
PRMT2
UQCRFS1
SPINK2
PPP1R14B
GNAQ
PIH1D1
DSTN
PRDX6
LYRM4
OAZ1
RNF213
SLC25A3
SRRM2
EPB41L4A-AS1
GSTK1
TCEAL4
SLC38A2
PPOX
CCT3
GALNT1
OS9
SPCS3
DHFR
ZMYND8
C21ORF33
MRPL45
SPI1
CHMP1B
RWDD1
PGK1
HLA-A
NT5C3A
AP2S1
HNRNPAB
DNPH1
PUF60
POLR2L
ATP5E
MPST
POLD2
FAM45A
C19ORF24
EID1
H1FX
SNHG19
PPP1R2
PCBD1
ANKRD12
EIF2AK1
NRIP1
TWISTNB
C9ORF78
CALM2
MTCH2
PPA1
MRPL20
CHCHD1
MAN1A2
CXXC5
NDUFA2
WSB1
MRPL41
SF3B5
CSTA
RBX1
MARCKSL1
ANXA2
CMTM6
MAX
LSM7
TYMS
UBE2J1
SELT
PHF3
CCT6A
POMP
BLOC1S1
TSN
NCOA4
SMARCB1
VBP1
BAZ1A
CTSG
RNF145
SSNA1
GAMT
SSBP1
KHDRBS1
FOSB
PSMD13
INTS10
STAT5A
INPP5D
HMGA1
EREG
HDAC1
NGLY1
DCXR
ARMC10
PLP2
ZFAND5
EPOR
BIN2
PRKCSH
MRPL1
SSB
RERE
RNF5
CCT4
CD34
TUBA1B
WTAP
PFN1
MLLT3
ELF1
SNRPD1
SERF2
EDF1
CDT1
DYNC1I2
CPNE1
TMEM261
ALKBH7
CACYBP
ITM2B
MRPS34
TTC3
APOC1
CFAP20
MED13L
SPINT2
MGST3
CHD4
JCHAIN
EMB
HN1
FKBP11
FNBP1
G3BP2
C17ORF89
TAPBP
SMARCC1
XPO1
DHX36
S100A6
CYC1
LAMTOR1
DAZAP2
YWHAG
ECI2
PRMT1
COPS6
CCDC14
EMC10
BCLAF1
DOCK8
ATIC
SSR2
SUPT16H
SSBP2
TPRKB
RANBP1
C12ORF57
CENPF
PSMD7
CKLF
CARD19
PRAM1
PRSS57
MMADHC
LAPTM4A
SUMO1
MRPL11
EIF5B
LMO2
LYAR
EIF4EBP1
CD38
ATP5G3
DAD1
TXNL4A
NAA10
NCF4
MRPS21
CCNL1
GATA1
NCBP2
ANP32A
ADSL
ARHGDIA
CALM3
YTHDF2
PFDN5
SUMO2
HMGN2
ZCCHC11
LCN2
SRSF11
UQCRH
CAMTA1
ENY2
PTPN7
GOLGB1
MPG
TXNDC17
CARHSP1
FOXP1
UXT
SF1
C12ORF75
COX7A2
CFL1
TCEAL8
CFD
LRRC58
SKP1
ACTN4
CCDC88A
TMEM167A
DARS
STOML2
SAT1
CYTL1
GNB2
ACAP1
NDUFA11
IRF2BP2
RSRP1
ACTG1
HLA-DQA1
ZNF326
PRELID1
HLA-B
SMC4
GTF2A2
DCTN2
NDUFB5
CNN2
UQCRHL
DDX18
ETHE1
DUSP23
DDX21
LIMS1
TAX1BP1
ATP5B
C15ORF40
COMMD6
OST4
AHSA1
MRPL42
TMED9
NUDT5
PMPCB
EIF2AK2
EIF4G2
SMC3
ERGIC1
PSMC3
TRABD
MAGOH
PSME2
GNPTAB
TRAPPC6A
GUCY1A3
HDGF
APP
PHACTR4
NHSL2
AURKB
SNRPA
ZNF90
RNF130
GPSM3
YWHAH
C14ORF2
AMD1
NME4
NCOA7
NDUFB1
CA1
NIPBL
SPG21
MRPS36
SYNCRIP
TMED3
DCTPP1
FAM133B
NOP10
SEPT2
CDK2AP1
PSMB2
YWHAQ
BCAP31
TTC1
FO538757.1
RAP1A
ZFAND6
EGFL7
FKBP4
ATP5D
DUSP1
AP1S2
DDX50
MBP
EVL
NDUFB4
GNG5
ARL6IP5
MPC2
IAH1
MAF1
KIF5B
FAM120A
SRP72
NDUFB3
MRPS18C
JUN
HNRNPR
ZEB2
PCNA
NEAT1
UBE2B
RAD23B
HECTD1
MAP1LC3B
HELLS
ERICH1
DNAJC15
MRPS12
ARF6
CGGBP1
SEC62
SYF2
PARK7
PDAP1
SDCBP
TSTD1
RUNX1
UBB
NKG7
C19ORF53
USP48
MYDGF
ZC3HAV1
ZNF638
ZNF581
LUC7L3
TPM4
OSBPL8
CCDC85B
SNX3
C4ORF3
HM13
RPL22L1
GTF3A
BTG1
NHP2
EIF4A1
AVP
BAALC
GHITM
LINC00936
CD82
PAICS
FNBP4
SNHG8
CLPP
RPS10
IGBP1
JARID2
CLINT1
S100A4
UBE2L3
RAC2
ITGAE
TMEM256
ACBD6
VPS35
HDLBP
SRSF9
RNF125
PCBP1
EIF1AX
CBX3
EIF5A
HNRNPU
BAG1
AUP1
RCN1
MIR4435-2HG
CCT7
MLXIP
TXN2
NASP
MAPK1IP1L
TIPIN
KPNB1
GNB1
CCT2
NOSIP
DECR1
LAIR2
ARF1
CAP1
CPSF6
NDUFS4
SNX17
LCP1
TMEM183A
MRPL57
OCIAD2
GSDMD
NOP58
MYC
FAM60A
KLF6
NDUFV2
TCF25
GTF2H5
MYB
WASF2
LY6E
WDR43
NDUFA12
EIF1AY
SEPT11
PSMB6
HSD17B11
TRAPPC1
KIAA0101
CHCHD5
COX6B1
NIT2
PPIG
SNRPE
NDUFB7
RCC2
MDH1
DDX5
HSPA8
GNA15
MRPS33
NDUFV1
ACP1
NUDCD2
ECHS1
LAMTOR2
C19ORF70
SNRPA1
TMEM147
CFAP97
FAM204A
BPTF
CLU
LMAN2
HBA1
CDC42SE2
SRSF8
HLA-DMA
MGMT
SSR3
MORF4L2
HOPX
BRIX1
SLC25A6
NAE1
NDUFAB1
ZNHIT1
NMRAL1
TRIM44
IER2
ARPP19
HPRT1
LGALS9
CAPRIN1
SLC25A36
RHAG
CKS1B
H3F3B
RPL36AL
NDUFA10
KMT2E
TRMT112
TACC1
HBB
PLAGL1
LAIR1
SEPT7
U2SURP
NORAD
ACIN1
IFI16
PPIH
MCTS1
DHRS7
CTSS
POLR2H
UQCRC2
TSPO
TAF9
ATG3
SDCCAG8
N4BP2L2
IPO5
TPP1
SHFM1
SMARCA4
COPS5
WAC
ARID1A
FAM162A
SH3GLB1
CEP350
MESDC2
PRRC2C
ETFA
LAT2
NPM1
TIMM9
CFLAR
GAR1
GSTO1
PAPOLA
UQCRC1
BABAM1
CDCA7L
PHIP
AP3S1
MCM7
MRPL14
ALAS2
TRA2A
MRPL21
TRMT1
CD52
RPS4Y1
WAPL
COA4
PRKDC
CYCS
AHCY
FBXO7
USP15
SMIM20
PAK2
HDAC2
CTSD
PPP1R15A
BEX3
CXORF21
JUNB
SIVA1
MRPL33
LSM3
LAPTM4B
CNTRL
AKR1B1
PRDX5
NANS
HSPB1
TAF1D
TARBP1
FUS
HEBP1
MPLKIP
BST2
RTFDC1
NOB1
CLIC1
TKT
POLR2J3
NDUFB9
CD99
HNRNPA0
KCNAB2
NCL
PPP2CA
USP34
RAB37
NDUFS7
PSIP1
DYNLT1
CIB1
SPCS1
PLIN3
SND1
LPIN1
COMMD3
G3BP1
PABPC4
SMS
YME1L1
THOC2
UBE2E3
MBNL1
LST1
NAA20
MYL12A
TBL1XR1
HDDC2
LSM2
SMDT1
MRPL47
VAMP8
RPL26L1
TERF2IP
HNRNPA1
LYN
APRT
LGALS1
ATP5H
MRPS26
SEC61G
BRI3
ADRM1
PIGP
MARCH6
TOMM20
ZC3H15
PSMA1
CXCR4
PAFAH1B3
FKBP8
NUCKS1
TMSB4X
PRPF6
DNAJA1
SRPK1
CCND2
PGLS
FGFR1OP2
SNRPG
BRI3BP
MBD4
RBM26
DNTT
TMEM50A
TCEB1
RAB32
POLR2E
EIF3K
SATB1
FKBP3
TWF2
ATF7IP2
TAL1
NFE2L2
CH17-373J23.1
DCTN3
RNF187
USP1
SRP14
NDUFS6
PPIA
GCC2
DDX39A
SRSF5
AP2M1
MZT2A
MALAT1
CSDE1
RNF24
EIF5
ARPC2
DYNLRB1
GADD45GIP1
GSTP1
MEAF6
TIMM13
HNRNPA1L2
ARID1B
P4HB
ATP2B1
PLEK
EIF1B
FARSA
YWHAB
POLR3GL
ORAI2
CSTB
BTF3L4
EEF2
COX6C
STK4
POLE4
TMEM59
PPA2
GNAI3
SET
NIPSNAP3A
MAP7
TCP1
MARCH7
RALY
HTATSF1
MAPKAPK3
EBNA1BP2
IDH2
POLE3
BRD3
SNX6
IL1B
GRN
HIST1H1C
DDX27
MRPL16
RAB13
MED10
RIF1
SOD2
TAF11
MGLL
MT-ND2
EIF4H
BNIP3L
GSPT1
TFDP2
FAM46A
DDOST
RHOG
ARGLU1
MCM4
SKAP2
PRSS21
ZMAT2
ACTR2
APLP2
AKR1A1
RAB11FIP1
VPS29
RNH1
PBRM1
MATK
EIF3D
RAC1
SOX4
RALBP1
WDR74
CEBPZ
NFATC2IP
PSMB4
SETD5
EBP
RAB7A
PTEN
TESPA1
ARL2
DDT
SBNO1
ACTR3
ERMAP
SRSF10
GMFG
FABP5
VDAC3
TPM3
ENSA
EIF4B
PTPN2
PSAP
PABPN1
FECH
SMG1
TPI1
NRDC
PTP4A2
EIF1
COTL1
UHRF1
TALDO1
HMGN3
BUD31
THOC7
MCM6
UCHL3
COMMD7
NDUFS2
DDAH2
KRT10
SFPQ
CSNK1A1
SORL1
YY1
DDX1
ATP5L
CCNB2
MRPL4
MRPL52
UFC1
PNISR
NSRP1
BLVRB
SFT2D1
PGAM1
CD59
PYURF
PYCARD
VIM
NENF
ZCRB1
FKBP1A
TUBA1A
NAP1L4
PHB
C11ORF58
TFAM
RHEB
PRKCB
HSPB11
SLC9A3R1
OFD1
CMSS1
HAUS1
HCST
CENPW
LYL1
EI24
TSC22D1
ADAM28
PSMG2
HNRNPM
OSTC
C19ORF60
WHSC1L1
CHID1
GPBP1
RNF220
PSMD2
CAMP
ZFP36
TRMT10C
RAB4A
HSPA5
CPA3
ABHD14B
LAGE3
TMEM219
SERBP1
TAF7
OARD1
SH3KBP1
SON
NSA2
RPL7L1
RPS27L
S100A9
HERC2
UBE2L6
CAPNS1
ZNF106
SF3B2
NDUFS3
SPNS3
TGOLN2
CDC26
ORMDL1
ALAD
CCT5
ROCK1
APPL1
PSME1
CNPY2
TNFSF13B
VAPA
MCL1
RBM8A
CAMLG
XRN2
ITGB2
KIT
KAT6B
DCAF7
TXNL1
LINC00998
SEC61B
PIK3R1
TMSB10
TLN1
MSN
HIST1H1D
RILPL2
LINC00152
REST
BEX4
MPP1
TRAPPC2L
CMPK1
SERPINB6
RNASET2
NDUFA13
ERCC1
ATRX
TMED10
KTN1
RNF181
MT2A
FAM117A
VCP
METAP2
ZFPM1
GPATCH4
DNAJC8
CDK6
IMP4
ABRACL
USP16
VTI1B
RAD21
DDX46
ZRANB2
SSRP1
NDUFA5
SARAF
WDFY2
UBE2C
LMAN1
MRPL54
HPF1
NHLRC3
PHPT1
LRRC75A
HINT2
CDC37
SPN
CENPH
HSP90AA1
CHMP4A
PRR13
PSMA2
KDM5B
PSMB5
CD69
TMEM205
CTSC
VMA21
PPT1
RPL36A
DDX24
YWHAE
GLRX5
KDM5A
AQP1
WDR61
SRSF4
EIF6
TMEM258
PCNP
ASAH1
HLA-DPA1
MED28
NDUFA6
EPC1
LTA4H
PTTG1IP
NDUFB8
GMPR2
CREG1
COMT
ARPC4
MTRNR2L10
C1ORF43
IK
HLA-DPB1
LSM4
B2M
RP11-1I2.1
SCP2
FLI1
POLR1D
GLIPR1
ATP5G1
MS4A3
SLA
SPG20
NEDD8
DNAJC4
